股票代码,买入日期,买入价格,卖出日期,卖出价格,持仓天数,收益率,卖出原因
002685,2024-11-22,6.98,2024-11-25,7.05,1,0.008428653295128808,Maximum_Holding_Period
002686,2025-04-16,5.5,2025-04-17,5.47,1,-0.0070545454545454895,Maximum_Holding_Period
002688,2022-05-06,4.14,2022-05-09,4.6,1,0.10951111111111116,Maximum_Holding_Period
002688,2022-05-18,4.48,2022-05-19,4.44,1,-0.010528571428571398,Trend_Break_Stop
002688,2025-04-23,6.5,2025-04-24,6.175,1,-0.05160000000000004,Extreme_Risk_Stop
002689,2022-09-08,4.95,2022-09-09,4.7025,1,-0.05160000000000004,Extreme_Risk_Stop
002690,2022-06-06,19.17,2022-06-07,19.5,1,0.01561439749608744,Maximum_Holding_Period
002691,2021-02-19,3.86,2021-02-22,4.04,1,0.04503212435233155,Maximum_Holding_Period
002691,2021-02-23,3.98,2021-02-24,3.98,1,-0.0015999999999999999,Trend_Break_Stop
002691,2025-03-07,10.13,2025-03-10,9.8,1,-0.03417650542941759,Trend_Break_Stop
002692,2025-02-25,4.84,2025-02-26,4.97,1,0.02525950413223148,Maximum_Holding_Period
002693,2022-12-09,8.55,2022-12-12,9.17,1,0.07091461988304086,Maximum_Holding_Period
002693,2024-04-26,4.9,2024-04-29,5.23,1,0.06574693877551012,Maximum_Holding_Period
002693,2024-11-11,27.7,2024-11-12,26.314999999999998,1,-0.05160000000000004,Extreme_Risk_Stop
002699,2022-05-11,5.01,2022-05-12,5.2,1,0.0363241516966069,Maximum_Holding_Period
002699,2023-06-09,1.63,2023-06-12,1.5484999999999998,1,-0.05160000000000004,Extreme_Risk_Stop
002700,2026-07-27,5.48,2026-07-28,5.69,1,0.03672116788321161,Maximum_Holding_Period
002703,2022-08-03,10.18,2022-08-04,9.671,1,-0.05160000000000004,Extreme_Risk_Stop
002703,2022-10-13,9.09,2022-10-14,8.88,1,-0.02470231023102305,Trend_Break_Stop
002708,2023-10-27,7.95,2023-10-30,7.73,1,-0.029272955974842762,Trend_Break_Stop
002709,2022-05-06,72.64,2022-05-09,73.63,1,0.012028854625550523,Trend_Break_Stop
002709,2026-07-28,37.68,2026-07-29,35.796,1,-0.05160000000000004,Extreme_Risk_Stop
002712,2023-06-02,7.71,2023-06-05,8.31,1,0.07622101167315191,Maximum_Holding_Period
002713,2024-07-25,2.22,2024-07-26,2.27,1,0.020922522522522514,Maximum_Holding_Period
002713,2026-07-28,9.48,2026-07-29,9.006,1,-0.05160000000000004,Extreme_Risk_Stop
002717,2024-06-27,0.93,2024-06-28,0.8835,1,-0.05160000000000015,Extreme_Risk_Stop
002719,2020-05-28,6.62,2020-05-29,6.58,1,-0.0076422960725076134,Maximum_Holding_Period
002719,2025-01-16,7.51,2025-01-17,7.61,1,0.011715579227696438,Maximum_Holding_Period
002721,2022-05-06,2.8,2022-05-09,2.92,1,0.04125714285714293,Maximum_Holding_Period
002721,2022-05-11,2.97,2022-05-12,3.23,1,0.08594208754208736,Maximum_Holding_Period
002724,2022-05-05,11.51,2022-05-06,11.16,1,-0.03200834057341435,Trend_Break_Stop
002724,2024-02-19,5.3,2024-02-20,5.28,1,-0.005373584905660265,Maximum_Holding_Period
002724,2025-04-24,6.08,2025-04-25,5.776,1,-0.05160000000000004,Extreme_Risk_Stop
002725,2022-01-13,10.38,2022-01-14,10.12,1,-0.026648169556840195,Trend_Break_Stop
002725,2025-01-09,10.74,2025-01-10,10.26,1,-0.04629273743016766,Trend_Break_Stop
002728,2022-05-06,12.7,2022-05-09,13.5,1,0.06139212598425208,Maximum_Holding_Period
002730,2022-05-10,7.67,2022-05-11,7.81,1,0.01665293350717083,Maximum_Holding_Period
002733,2022-05-06,10.85,2022-05-09,11.31,1,0.040796313364055474,Maximum_Holding_Period
002733,2022-05-10,11.14,2022-05-11,11.83,1,0.06033895870736088,Maximum_Holding_Period
002735,2021-08-04,17.03,2021-08-05,17.25,1,0.011318379330592921,Trend_Break_Stop
002735,2024-04-25,11.48,2024-04-26,12.17,1,0.058504529616724636,Maximum_Holding_Period
002739,2020-02-10,16.17,2020-02-11,16.67,1,0.02932145949288816,Maximum_Holding_Period
002740,2023-05-05,3.32,2023-05-08,3.154,1,-0.05159999999999993,Extreme_Risk_Stop
002742,2022-10-20,4.38,2022-10-21,4.26,1,-0.028997260273972602,Trend_Break_Stop
002742,2024-05-06,2.3,2024-05-07,2.23,1,-0.032034782608695585,Trend_Break_Stop
002743,2025-07-03,6.1,2025-07-04,5.96,1,-0.024550819672131085,Trend_Break_Stop
002745,2025-04-15,7.94,2025-04-16,7.71,1,-0.030567254408060473,Trend_Break_Stop
002748,2021-10-15,10.1,2021-10-18,9.594999999999999,1,-0.05160000000000004,Extreme_Risk_Stop
002750,2022-04-18,14.4,2022-04-19,13.68,1,-0.05160000000000004,Extreme_Risk_Stop
002750,2025-01-17,1.82,2025-01-20,1.76,1,-0.03456703296703296,Trend_Break_Stop
002755,2022-05-05,9.05,2022-05-06,8.85,1,-0.02369944751381232,Trend_Break_Stop
002756,2021-02-23,47.0,2021-02-24,44.65,1,-0.05160000000000004,Extreme_Risk_Stop
002756,2021-02-24,47.53,2021-02-25,45.1535,1,-0.05160000000000004,Extreme_Risk_Stop
002756,2021-03-04,41.95,2021-03-05,39.8525,1,-0.05160000000000004,Extreme_Risk_Stop
002756,2021-10-12,92.98,2021-10-13,88.331,1,-0.05160000000000004,Extreme_Risk_Stop
002756,2022-12-08,102.41,2022-12-09,104.25,1,0.016366995410604535,Maximum_Holding_Period
002756,2026-07-28,45.4,2026-07-29,46.94,1,0.032320704845815,Maximum_Holding_Period
002757,2026-01-29,21.0,2026-01-30,21.43,1,0.018876190476190536,Maximum_Holding_Period
002757,2026-06-11,22.02,2026-06-12,20.918999999999997,1,-0.05160000000000015,Extreme_Risk_Stop
002759,2021-08-05,39.78,2021-08-06,41.73,1,0.047419607843137083,Maximum_Holding_Period
002759,2021-10-19,39.22,2021-10-20,40.54,1,0.03205629780724122,Maximum_Holding_Period
002759,2021-10-21,40.47,2021-10-22,40.3,1,-0.005800642451198444,Maximum_Holding_Period
002760,2022-05-06,18.24,2022-05-09,18.69,1,0.023071052631579204,Maximum_Holding_Period
002760,2022-05-10,18.3,2022-05-11,17.385,1,-0.05159999999999993,Extreme_Risk_Stop
002761,2024-12-09,10.42,2024-12-10,10.63,1,0.018553550863723612,Maximum_Holding_Period
002762,2021-06-24,15.36,2021-06-25,14.591999999999999,1,-0.05160000000000004,Extreme_Risk_Stop
002762,2021-06-30,15.47,2021-07-01,15.12,1,-0.024224434389140414,Trend_Break_Stop
002762,2022-03-31,9.31,2022-04-01,9.15,1,-0.018785821697099924,Trend_Break_Stop
002762,2025-04-15,5.67,2025-04-16,5.53,1,-0.026291358024691357,Trend_Break_Stop
002766,2026-07-06,3.72,2026-07-07,3.534,1,-0.05160000000000015,Extreme_Risk_Stop
002769,2022-10-17,7.26,2022-10-18,8.37,1,0.1512925619834709,Maximum_Holding_Period
002769,2024-05-10,6.44,2024-05-13,6.118,1,-0.05160000000000004,Extreme_Risk_Stop
002769,2025-01-09,7.03,2025-01-10,6.6785,1,-0.05160000000000004,Extreme_Risk_Stop
002770,2020-04-23,3.02,2020-04-24,3.13,1,0.034823841059602505,Maximum_Holding_Period
002771,2023-11-10,26.33,2023-11-13,25.013499999999997,1,-0.05160000000000004,Extreme_Risk_Stop
002771,2023-11-21,27.8,2023-11-22,26.41,1,-0.05160000000000004,Extreme_Risk_Stop
002771,2024-04-25,17.3,2024-04-26,19.0,1,0.09666589595375723,Maximum_Holding_Period
002772,2021-08-11,11.4,2021-08-12,11.39,1,-0.002477192982456143,Maximum_Holding_Period
002776,2023-07-28,2.01,2023-07-31,2.16,1,0.073026865671642,Maximum_Holding_Period
002776,2023-11-08,1.22,2023-11-09,1.159,1,-0.05159999999999993,Extreme_Risk_Stop
002777,2020-07-02,30.25,2020-07-03,29.9,1,-0.013170247933884393,Maximum_Holding_Period
002777,2023-05-30,27.61,2023-05-31,31.19,1,0.12806316551973934,Maximum_Holding_Period
002778,2021-06-24,17.68,2021-06-25,18.52,1,0.045911312217194626,Maximum_Holding_Period
002778,2024-04-26,11.07,2024-04-29,11.99,1,0.08150749774164416,Maximum_Holding_Period
002779,2020-09-14,16.09,2020-09-15,18.66,1,0.1581265382224984,Maximum_Holding_Period
002782,2026-04-09,21.0,2026-04-10,22.27,1,0.05887619047619035,Maximum_Holding_Period
002785,2026-07-28,33.6,2026-07-29,33.0,1,-0.019457142857142905,Trend_Break_Stop
002786,2021-05-17,6.89,2021-05-18,6.83,1,-0.01030827285921616,Trend_Break_Stop
002786,2023-08-31,6.07,2023-09-01,6.1,1,0.0033423393739702616,Maximum_Holding_Period
002789,2025-04-16,7.48,2025-04-17,7.22,1,-0.03635935828877019,Trend_Break_Stop
002789,2026-07-28,8.77,2026-07-29,8.97,1,0.021205017103763036,Maximum_Holding_Period
002791,2021-03-15,147.9,2021-03-16,145.58,1,-0.017286274509803867,Trend_Break_Stop
002791,2022-05-10,82.0,2022-05-11,85.25,1,0.03803414634146334,Maximum_Holding_Period
002792,2022-05-10,11.22,2022-05-11,11.32,1,0.007312655971479389,Maximum_Holding_Period
002792,2022-10-13,10.69,2022-10-14,11.09,1,0.03581814780168396,Maximum_Holding_Period
002792,2023-05-19,14.09,2023-05-22,13.76,1,-0.025020865862313734,Trend_Break_Stop
002792,2026-02-05,51.01,2026-02-06,51.19,1,0.0019287198588511705,Trend_Break_Stop
002793,2024-02-20,3.96,2024-02-21,4.1,1,0.03375353535353525,Maximum_Holding_Period
002793,2024-02-21,4.02,2024-02-22,4.16,1,0.033225870646766346,Maximum_Holding_Period
002796,2022-05-11,7.24,2022-05-12,7.21,1,-0.005743646408839796,Maximum_Holding_Period
002796,2025-01-10,11.02,2025-01-13,10.469,1,-0.05160000000000004,Extreme_Risk_Stop
002796,2025-01-17,11.15,2025-01-20,11.58,1,0.0369650224215246,Maximum_Holding_Period
002796,2026-04-09,50.07,2026-04-10,51.18,1,0.020568963451168366,Maximum_Holding_Period
002796,2026-06-17,41.5,2026-06-18,41.76,1,0.004665060240963738,Maximum_Holding_Period
002800,2022-05-06,14.37,2022-05-09,15.63,1,0.08608267223382064,Maximum_Holding_Period
002800,2023-01-31,24.2,2023-02-01,25.42,1,0.0488132231404959,Maximum_Holding_Period
002800,2026-04-21,17.59,2026-04-22,17.79,1,0.009770096645821447,Maximum_Holding_Period
002802,2022-05-06,17.18,2022-05-09,17.66,1,0.0263394644935973,Maximum_Holding_Period
002803,2020-04-03,28.51,2020-04-07,30.95,1,0.0839840056120658,Maximum_Holding_Period
002805,2022-05-06,24.63,2022-05-09,25.82,1,0.046715062931384436,Maximum_Holding_Period
002805,2024-05-07,13.01,2024-05-08,12.65,1,-0.029271022290545744,Trend_Break_Stop
002806,2022-05-24,10.9,2022-05-25,11.05,1,0.012161467889908285,Maximum_Holding_Period
002808,2023-02-24,13.26,2023-02-27,12.597,1,-0.05160000000000004,Extreme_Risk_Stop
002808,2024-06-14,1.65,2024-06-17,1.74,1,0.05294545454545468,Maximum_Holding_Period
002810,2026-07-24,19.3,2026-07-27,19.82,1,0.025343005181347068,Maximum_Holding_Period
002811,2022-05-10,7.6,2022-05-11,7.94,1,0.04313684210526319,Maximum_Holding_Period
002812,2021-03-02,111.59,2021-03-03,115.18,1,0.030571341518057116,Maximum_Holding_Period
002812,2022-12-07,133.89,2022-12-08,139.3,1,0.03880630368212739,Maximum_Holding_Period
002813,2020-03-27,23.2,2020-03-30,22.04,1,-0.05160000000000004,Extreme_Risk_Stop
002813,2025-05-30,23.91,2025-06-03,22.714499999999997,1,-0.05160000000000015,Extreme_Risk_Stop
002815,2020-04-08,17.6,2020-04-09,17.49,1,-0.0078500000000002,Trend_Break_Stop
002820,2023-02-03,10.78,2023-02-06,10.5,1,-0.027574025974025872,Trend_Break_Stop
002820,2024-12-17,15.33,2024-12-18,14.5635,1,-0.05160000000000004,Extreme_Risk_Stop
002820,2025-09-10,13.15,2025-09-11,13.15,1,-0.0015999999999999999,Maximum_Holding_Period
002821,2021-03-15,253.28,2021-03-16,240.61599999999999,1,-0.05160000000000004,Extreme_Risk_Stop
002822,2024-05-09,1.75,2024-05-10,1.6624999999999999,1,-0.05160000000000004,Extreme_Risk_Stop
002822,2024-06-19,1.17,2024-06-20,1.17,1,-0.0015999999999999999,Maximum_Holding_Period
002823,2024-07-31,13.87,2024-08-01,13.95,1,0.004167844268204758,Maximum_Holding_Period
002823,2024-08-01,13.99,2024-08-02,13.2905,1,-0.05160000000000004,Extreme_Risk_Stop
002824,2022-05-06,24.49,2022-05-09,24.09,1,-0.017933197223356467,Trend_Break_Stop
002824,2026-08-11,23.03,2026-08-12,23.6,1,0.023150325662179717,Maximum_Holding_Period
002825,2022-05-10,13.36,2022-05-11,13.65,1,0.020106586826347295,Maximum_Holding_Period
002825,2022-06-21,11.08,2022-06-22,10.73,1,-0.033188447653429605,Trend_Break_Stop
002826,2025-07-22,18.64,2025-07-23,19.0,1,0.0177133047210301,Maximum_Holding_Period
002827,2022-05-06,8.61,2022-05-09,8.73,1,0.012337282229965264,Maximum_Holding_Period
002828,2020-02-11,9.55,2020-02-12,9.96,1,0.04133193717277477,Maximum_Holding_Period
002828,2022-05-06,6.57,2022-05-09,6.78,1,0.030363470319634756,Maximum_Holding_Period
002828,2026-03-31,13.02,2026-04-01,12.54,1,-0.03846635944700467,Trend_Break_Stop
002831,2026-07-24,27.0,2026-07-27,27.5,1,0.0169185185185186,Maximum_Holding_Period
002835,2022-05-06,8.93,2022-05-09,8.89,1,-0.006079283314669513,Trend_Break_Stop
002836,2021-02-05,7.85,2021-02-08,7.68,1,-0.02325605095541401,Trend_Break_Stop
002836,2021-02-24,8.42,2021-02-25,8.83,1,0.047093586698337346,Maximum_Holding_Period
002837,2022-09-23,27.99,2022-09-26,30.46,1,0.0866458020721688,Maximum_Holding_Period
002837,2025-04-22,32.5,2025-04-23,30.875,1,-0.05160000000000004,Extreme_Risk_Stop
002838,2026-08-06,25.91,2026-08-07,26.39,1,0.016925665766113474,Maximum_Holding_Period
002845,2026-08-06,12.5,2026-08-07,13.0,1,0.03840000000000004,Maximum_Holding_Period
002846,2024-04-22,7.64,2024-04-23,7.49,1,-0.02123350785340312,Trend_Break_Stop
002846,2025-04-16,9.01,2025-04-17,8.9,1,-0.01380865704772467,Trend_Break_Stop
002853,2024-04-25,8.26,2024-04-26,8.38,1,0.012927845036319763,Maximum_Holding_Period
002853,2024-04-26,8.36,2024-04-29,8.63,1,0.0306966507177036,Maximum_Holding_Period
002855,2023-11-21,34.01,2023-11-22,39.41,1,0.15717683034401647,Maximum_Holding_Period
002855,2023-11-24,34.15,2023-11-27,32.442499999999995,1,-0.05160000000000004,Extreme_Risk_Stop
002855,2026-03-30,12.06,2026-03-31,12.16,1,0.006691873963515828,Maximum_Holding_Period
002856,2020-03-30,15.38,2020-03-31,15.8,1,0.02570819245773741,Maximum_Holding_Period
002859,2020-07-02,30.52,2020-07-03,28.994,1,-0.05160000000000004,Extreme_Risk_Stop
002860,2022-10-17,13.2,2022-10-18,13.53,1,0.02339999999999991,Maximum_Holding_Period
002861,2022-05-12,11.25,2022-05-13,12.05,1,0.06951111111111112,Maximum_Holding_Period
002861,2025-04-16,12.65,2025-04-17,12.5,1,-0.013457707509881466,Trend_Break_Stop
002862,2024-01-02,20.51,2024-01-03,19.4845,1,-0.05160000000000004,Extreme_Risk_Stop
002862,2024-04-19,12.24,2024-04-22,11.628,1,-0.05160000000000004,Extreme_Risk_Stop
002862,2025-05-23,19.45,2025-05-26,18.4775,1,-0.05160000000000004,Extreme_Risk_Stop
002865,2023-05-04,98.0,2023-05-05,93.1,1,-0.05160000000000004,Extreme_Risk_Stop
002865,2024-07-12,36.97,2024-07-15,36.88,1,-0.004034406275358292,Maximum_Holding_Period
002865,2024-07-15,37.04,2024-07-16,37.0,1,-0.002679913606911398,Maximum_Holding_Period
002866,2025-04-16,14.12,2025-04-17,14.47,1,0.02318753541076495,Maximum_Holding_Period
002869,2021-04-21,21.15,2021-04-22,20.73,1,-0.021458156028368713,Trend_Break_Stop
002869,2024-07-11,29.0,2024-07-12,28.4,1,-0.022289655172413835,Trend_Break_Stop
002870,2022-02-16,33.0,2022-02-17,33.9,1,0.025672727272727337,Maximum_Holding_Period
002870,2022-02-18,33.56,2022-02-21,32.86,1,-0.022458164481525666,Trend_Break_Stop
002873,2020-04-08,20.12,2020-04-09,20.9,1,0.03716739562624243,Maximum_Holding_Period
002873,2021-11-17,13.72,2021-11-18,13.37,1,-0.027110204081632738,Trend_Break_Stop
002873,2021-12-01,14.74,2021-12-02,14.12,1,-0.04366241519674358,Trend_Break_Stop
002873,2022-11-09,15.2,2022-11-10,15.86,1,0.04182105263157903,Maximum_Holding_Period
002875,2024-11-27,14.27,2024-11-28,14.51,1,0.015218500350385345,Maximum_Holding_Period
002876,2021-05-13,53.2,2021-05-14,53.81,1,0.009866165413533735,Maximum_Holding_Period
002876,2023-05-08,37.92,2023-05-09,39.95,1,0.05193375527426163,Maximum_Holding_Period
002876,2026-07-30,26.99,2026-07-31,26.64,1,-0.014567765839199675,Maximum_Holding_Period
002878,2020-02-12,36.68,2020-02-13,34.846,1,-0.05160000000000004,Extreme_Risk_Stop
002878,2020-04-08,30.99,2020-04-09,31.41,1,0.011952758954501475,Maximum_Holding_Period
002878,2021-05-14,19.04,2021-05-17,18.7,1,-0.019457142857142905,Trend_Break_Stop
002878,2024-04-22,12.25,2024-04-23,13.25,1,0.08003265306122458,Maximum_Holding_Period
002878,2025-01-09,15.8,2025-01-10,15.77,1,-0.003498734177215311,Maximum_Holding_Period
002881,2026-04-09,37.9,2026-04-10,38.54,1,0.015286543535620024,Maximum_Holding_Period
002885,2020-03-23,16.49,2020-03-24,17.59,1,0.06510709520921769,Maximum_Holding_Period
002885,2021-05-13,12.47,2021-05-14,13.52,1,0.08260208500400949,Maximum_Holding_Period
002885,2022-05-10,14.0,2022-05-11,15.17,1,0.08197142857142863,Maximum_Holding_Period
002885,2022-09-07,32.9,2022-09-08,32.1,1,-0.025916109422492294,Trend_Break_Stop
002885,2026-04-09,24.15,2026-04-10,24.81,1,0.025729192546583946,Maximum_Holding_Period
002885,2026-04-13,24.45,2026-04-14,27.05,1,0.10473946830265861,Maximum_Holding_Period
002886,2022-05-06,14.88,2022-05-09,14.69,1,-0.01436881720430112,Maximum_Holding_Period
002886,2024-04-22,14.07,2024-04-23,13.82,1,-0.01936830135039087,Trend_Break_Stop
002888,2024-04-25,13.29,2024-04-26,13.74,1,0.03226004514672703,Maximum_Holding_Period
002889,2023-06-15,21.54,2023-06-16,21.06,1,-0.023884122562674092,Trend_Break_Stop
002889,2023-11-24,29.5,2023-11-27,28.025,1,-0.05160000000000004,Extreme_Risk_Stop
002889,2024-06-05,17.0,2024-06-06,16.15,1,-0.05160000000000004,Extreme_Risk_Stop
002889,2024-06-17,17.96,2024-06-18,18.28,1,0.016217371937639103,Trend_Break_Stop
002891,2021-06-02,42.15,2021-06-03,41.35,1,-0.020579833926453083,Trend_Break_Stop
002892,2023-06-20,11.56,2023-06-21,14.08,1,0.2163930795847751,Maximum_Holding_Period
002892,2024-06-24,9.25,2024-06-25,10.34,1,0.11623783783783774,Maximum_Holding_Period
002892,2024-06-27,9.93,2024-06-28,9.433499999999999,1,-0.05160000000000015,Extreme_Risk_Stop
002893,2021-04-30,9.29,2021-05-06,10.21,1,0.09743121636167933,Maximum_Holding_Period
002893,2023-08-02,12.97,2023-08-03,12.89,1,-0.007768080185042446,Maximum_Holding_Period
002895,2021-11-25,30.05,2021-11-26,33.36,1,0.10854975041597341,Maximum_Holding_Period
002896,2022-09-07,31.59,2022-09-08,30.46,1,-0.03737081354859124,Trend_Break_Stop
002896,2022-10-27,26.11,2022-10-28,24.804499999999997,1,-0.05160000000000004,Extreme_Risk_Stop
002896,2025-04-11,78.0,2025-04-14,85.75,1,0.09775897435897445,Maximum_Holding_Period
002896,2025-04-16,84.43,2025-04-17,87.69,1,0.03701186781949533,Maximum_Holding_Period
002896,2025-07-10,56.23,2025-07-11,61.44,1,0.0910551662813444,Maximum_Holding_Period
002898,2022-11-03,10.75,2022-11-04,11.23,1,0.04305116279069781,Maximum_Holding_Period
002898,2022-11-07,11.17,2022-11-08,11.86,1,0.06017260519247985,Maximum_Holding_Period
002898,2023-08-30,11.31,2023-08-31,11.83,1,0.04437701149425282,Maximum_Holding_Period
002900,2022-05-10,11.64,2022-05-11,12.06,1,0.03448247422680422,Maximum_Holding_Period
002901,2022-05-06,33.49,2022-05-09,33.24,1,-0.009064914899970144,Trend_Break_Stop
002902,2026-07-13,26.63,2026-07-14,25.298499999999997,1,-0.05160000000000004,Extreme_Risk_Stop
002903,2022-05-09,12.8,2022-05-10,13.52,1,0.054649999999999914,Maximum_Holding_Period
002905,2020-02-10,13.04,2020-02-11,13.48,1,0.03214233128834359,Maximum_Holding_Period
002905,2020-08-05,12.16,2020-08-06,11.99,1,-0.01558026315789469,Trend_Break_Stop
002905,2022-10-20,6.68,2022-10-21,6.74,1,0.007382035928143839,Maximum_Holding_Period
002905,2022-10-21,6.87,2022-10-24,6.5264999999999995,1,-0.05160000000000004,Extreme_Risk_Stop
002905,2025-10-24,10.69,2025-10-27,10.7,1,-0.0006645463049578899,Maximum_Holding_Period
002909,2022-10-17,8.7,2022-10-18,9.01,1,0.034032183908046014,Maximum_Holding_Period
002910,2026-01-23,12.25,2026-01-26,12.17,1,-0.008130612244897927,Maximum_Holding_Period
002913,2026-07-28,45.0,2026-07-29,42.75,1,-0.05160000000000004,Extreme_Risk_Stop
002915,2020-06-30,19.08,2020-07-01,18.91,1,-0.010509853249475797,Maximum_Holding_Period
002915,2020-07-03,19.48,2020-07-06,19.88,1,0.01893388090349073,Maximum_Holding_Period
002915,2021-10-20,22.87,2021-10-21,24.06,1,0.05043323130738946,Maximum_Holding_Period
002915,2022-05-10,20.88,2022-05-11,22.58,1,0.0798176245210727,Maximum_Holding_Period
002915,2022-07-05,18.85,2022-07-06,18.7,1,-0.009557559681697757,Maximum_Holding_Period
002915,2025-01-10,13.15,2025-01-13,12.86,1,-0.023653231939163532,Trend_Break_Stop
002915,2026-07-20,16.7,2026-07-21,15.864999999999998,1,-0.05160000000000004,Extreme_Risk_Stop
002916,2026-07-28,340.1,2026-07-29,323.095,1,-0.05159999999999993,Extreme_Risk_Stop
002917,2020-06-03,10.2,2020-06-04,10.18,1,-0.003560784313725483,Maximum_Holding_Period
002917,2022-09-29,10.24,2022-09-30,9.728,1,-0.05160000000000004,Extreme_Risk_Stop
002917,2025-02-20,15.6,2025-02-21,15.69,1,0.004169230769230749,Maximum_Holding_Period
002919,2022-06-29,18.26,2022-06-30,19.81,1,0.08328499452354858,Maximum_Holding_Period
002921,2026-08-03,20.7,2026-08-04,22.37,1,0.07907632850241546,Maximum_Holding_Period
002922,2021-06-11,10.75,2021-06-15,11.46,1,0.06444651162790697,Maximum_Holding_Period
002922,2022-09-07,17.58,2022-09-08,17.33,1,-0.015820705346985164,Trend_Break_Stop
002922,2024-02-21,12.03,2024-02-22,12.61,1,0.04661280133000827,Maximum_Holding_Period
002922,2024-11-06,17.37,2024-11-07,17.38,1,-0.001024294761082521,Maximum_Holding_Period
002922,2026-03-27,36.9,2026-03-30,37.59,1,0.01709918699187001,Maximum_Holding_Period
002922,2026-07-28,24.93,2026-07-29,23.6835,1,-0.05160000000000004,Extreme_Risk_Stop
002923,2021-12-29,25.06,2021-12-30,24.54,1,-0.022350199521149205,Trend_Break_Stop
002923,2026-04-30,13.14,2026-05-06,13.45,1,0.021992085235920823,Maximum_Holding_Period
002927,2024-07-01,11.81,2024-07-02,12.1,1,0.022955461473327655,Maximum_Holding_Period
002927,2026-07-28,14.25,2026-07-29,14.71,1,0.03068070175438602,Maximum_Holding_Period
002931,2020-11-06,19.8,2020-11-09,19.66,1,-0.008670707070707117,Maximum_Holding_Period
002931,2022-05-06,8.66,2022-05-09,9.13,1,0.05267251732101635,Maximum_Holding_Period
002931,2023-11-22,15.39,2023-11-23,14.6205,1,-0.05160000000000004,Extreme_Risk_Stop
002931,2026-03-11,82.5,2026-03-12,78.375,1,-0.05160000000000004,Extreme_Risk_Stop
002932,2022-05-25,106.0,2022-05-26,100.69999999999999,1,-0.05160000000000015,Extreme_Risk_Stop
002932,2022-06-29,70.3,2022-06-30,68.56,1,-0.026351066856329996,Trend_Break_Stop
002933,2022-03-24,26.2,2022-03-25,25.79,1,-0.017248854961832105,Maximum_Holding_Period
002935,2022-05-05,22.73,2022-05-06,23.5,1,0.03227593488781349,Maximum_Holding_Period
002935,2024-02-21,14.64,2024-02-22,15.44,1,0.05304480874316924,Maximum_Holding_Period
002935,2026-08-06,15.83,2026-08-07,16.92,1,0.06725660138976645,Maximum_Holding_Period
002938,2023-05-19,23.74,2023-05-22,23.79,1,0.0005061499578769462,Maximum_Holding_Period
002938,2025-11-26,44.7,2025-11-27,44.87,1,0.002203131991051423,Maximum_Holding_Period
002940,2022-11-22,33.18,2022-11-23,31.520999999999997,1,-0.05160000000000004,Extreme_Risk_Stop
002942,2024-02-27,13.16,2024-02-28,12.501999999999999,1,-0.05160000000000004,Extreme_Risk_Stop
002942,2025-11-05,20.8,2025-11-06,20.55,1,-0.013619230769230727,Trend_Break_Stop
002943,2022-10-17,58.18,2022-10-18,58.51,1,0.00407205225163292,Trend_Break_Stop
002945,2022-01-19,13.05,2022-01-20,14.34,1,0.09725057471264358,Maximum_Holding_Period
002945,2024-02-21,11.83,2024-02-22,12.25,1,0.03390295857988162,Maximum_Holding_Period
002945,2025-01-15,14.01,2025-01-16,13.96,1,-0.005168879371877109,Maximum_Holding_Period
002945,2025-01-22,14.46,2025-01-23,16.36,1,0.1297969571230982,Maximum_Holding_Period
002947,2022-03-23,20.24,2022-03-24,20.0,1,-0.013457707509881355,Trend_Break_Stop
002947,2022-05-06,14.6,2022-05-09,15.23,1,0.04155068493150687,Maximum_Holding_Period
002947,2022-05-10,15.1,2022-05-11,15.77,1,0.04277086092715226,Maximum_Holding_Period
002947,2022-05-12,15.54,2022-05-13,15.95,1,0.024783526383526367,Maximum_Holding_Period
002950,2020-04-08,37.0,2020-04-09,36.74,1,-0.008627027027026956,Maximum_Holding_Period
002951,2022-05-06,7.44,2022-05-09,7.85,1,0.05350752688172027,Maximum_Holding_Period
002951,2024-04-25,5.9,2024-04-26,6.1,1,0.032298305084745675,Maximum_Holding_Period
002951,2024-04-26,5.98,2024-04-29,6.23,1,0.04020602006688972,Maximum_Holding_Period
002951,2024-07-24,4.22,2024-07-25,4.0089999999999995,1,-0.05160000000000004,Extreme_Risk_Stop
002951,2026-06-17,16.71,2026-06-18,16.1,1,-0.03810508677438657,Trend_Break_Stop
002952,2024-01-30,31.8,2024-01-31,30.21,1,-0.05160000000000004,Extreme_Risk_Stop
002952,2024-09-04,20.88,2024-09-05,20.15,1,-0.036561685823754804,Trend_Break_Stop
002952,2026-06-18,24.31,2026-06-22,23.094499999999996,1,-0.05160000000000004,Extreme_Risk_Stop
002955,2025-04-15,20.48,2025-04-16,19.98,1,-0.0260140625,Trend_Break_Stop
002956,2022-05-06,13.33,2022-05-09,13.5,1,0.011153188297074169,Maximum_Holding_Period
002957,2024-04-26,14.5,2024-04-29,15.3,1,0.05357241379310356,Maximum_Holding_Period
002957,2026-08-05,34.05,2026-08-06,38.64,1,0.13320176211453766,Maximum_Holding_Period
002958,2020-08-05,5.79,2020-08-06,5.78,1,-0.0033271157167529914,Trend_Break_Stop
002959,2021-08-03,52.8,2021-08-04,53.08,1,0.003703030303030365,Maximum_Holding_Period
