股票代码,买入日期,买入价格,卖出日期,卖出价格,持仓天数,收益率,卖出原因
000002,2024-04-29,6.77,2024-04-30,7.41,1,0.09293471196454965,Maximum_Holding_Period
000004,2023-09-01,16.2,2023-09-04,16.7,1,0.029264197530864112,Maximum_Holding_Period
000004,2024-04-30,10.21,2024-05-06,10.44,1,0.020926934378060525,Trend_Break_Stop
000006,2022-12-19,5.47,2022-12-20,5.57,1,0.016681535648994706,Trend_Break_Stop
000006,2025-04-14,6.23,2025-04-15,6.28,1,0.006425682182985605,Maximum_Holding_Period
000006,2026-06-22,8.1,2026-06-23,7.694999999999999,1,-0.05160000000000004,Extreme_Risk_Stop
000009,2020-03-26,6.39,2020-03-27,6.070499999999999,1,-0.05160000000000004,Extreme_Risk_Stop
000009,2021-09-23,21.96,2021-09-24,21.36,1,-0.02892240437158473,Trend_Break_Stop
000009,2021-10-19,17.45,2021-10-20,18.88,1,0.08034842406876778,Maximum_Holding_Period
000011,2020-09-22,18.02,2020-09-23,18.07,1,0.001174694783573839,Maximum_Holding_Period
000011,2022-05-06,11.45,2022-05-09,11.38,1,-0.007713537117903855,Trend_Break_Stop
000012,2022-05-06,5.65,2022-05-09,5.68,1,0.0037097345132742114,Maximum_Holding_Period
000014,2022-05-06,10.42,2022-05-09,10.55,1,0.010876007677543199,Trend_Break_Stop
000017,2020-06-03,2.3,2020-06-04,2.43,1,0.0549217391304349,Maximum_Holding_Period
000017,2024-03-21,9.86,2024-03-22,9.66,1,-0.021883975659229126,Trend_Break_Stop
000025,2022-05-06,11.05,2022-05-09,11.37,1,0.027359276018099444,Maximum_Holding_Period
000030,2020-03-26,5.42,2020-03-27,5.2,1,-0.04219040590405904,Trend_Break_Stop
000032,2020-03-23,15.92,2020-03-24,15.123999999999999,1,-0.05160000000000004,Extreme_Risk_Stop
000037,2022-07-06,8.41,2022-07-07,8.17,1,-0.0301374554102259,Trend_Break_Stop
000039,2021-02-10,13.99,2021-02-18,14.8,1,0.05629849892780552,Maximum_Holding_Period
000040,2020-02-10,3.36,2020-02-11,3.41,1,0.01328095238095255,Maximum_Holding_Period
000048,2022-05-06,19.22,2022-05-09,19.44,1,0.009846409989594341,Maximum_Holding_Period
000056,2023-12-04,4.16,2023-12-05,4.06,1,-0.025638461538461676,Trend_Break_Stop
000056,2024-11-29,2.72,2024-12-02,3.03,1,0.11237058823529393,Maximum_Holding_Period
000059,2021-10-22,6.97,2021-10-25,6.88,1,-0.014512482065997156,Maximum_Holding_Period
000060,2026-07-24,6.25,2026-07-27,6.27,1,0.0015999999999998698,Maximum_Holding_Period
000062,2024-09-24,28.62,2024-09-25,27.189,1,-0.05160000000000004,Extreme_Risk_Stop
000065,2022-05-06,7.2,2022-05-09,7.48,1,0.037288888888888976,Maximum_Holding_Period
000065,2022-05-10,7.34,2022-05-11,7.6,1,0.03382234332425065,Maximum_Holding_Period
000066,2022-05-06,8.76,2022-05-09,9.79,1,0.11597990867579892,Maximum_Holding_Period
000066,2024-12-05,17.53,2024-12-06,17.54,1,-0.00102954934398176,Maximum_Holding_Period
000066,2026-06-17,16.4,2026-06-18,17.84,1,0.08620487804878056,Maximum_Holding_Period
000066,2026-08-07,14.68,2026-08-10,14.71,1,0.00044359673024523417,Maximum_Holding_Period
000069,2022-05-17,5.87,2022-05-18,5.71,1,-0.028857240204429323,Trend_Break_Stop
000070,2026-08-05,13.11,2026-08-06,14.26,1,0.08611929824561408,Maximum_Holding_Period
000078,2020-04-08,4.76,2020-04-09,4.83,1,0.013105882352941346,Maximum_Holding_Period
000078,2025-12-19,4.23,2025-12-22,4.1,1,-0.032332860520094715,Trend_Break_Stop
000078,2026-01-09,3.66,2026-01-12,3.71,1,0.012061202185792253,Maximum_Holding_Period
000078,2026-07-29,1.66,2026-07-30,1.577,1,-0.05159999999999993,Extreme_Risk_Stop
000078,2026-07-30,1.66,2026-07-31,1.577,1,-0.05159999999999993,Extreme_Risk_Stop
000078,2026-08-10,1.71,2026-08-11,1.77,1,0.033487719298245726,Maximum_Holding_Period
000096,2025-06-17,14.18,2025-06-18,14.17,1,-0.002305218617771508,Trend_Break_Stop
000151,2024-02-27,10.36,2024-02-28,10.3,1,-0.007391505791505669,Trend_Break_Stop
000155,2021-03-04,12.1,2021-03-05,12.08,1,-0.003252892561983421,Trend_Break_Stop
000158,2023-05-09,7.15,2023-05-10,6.99,1,-0.02397762237762242,Trend_Break_Stop
000158,2024-11-22,27.5,2024-11-25,26.125,1,-0.05160000000000004,Extreme_Risk_Stop
000407,2024-02-21,2.82,2024-02-22,2.92,1,0.03386099290780136,Maximum_Holding_Period
000411,2020-09-16,16.7,2020-09-17,15.864999999999998,1,-0.05160000000000004,Extreme_Risk_Stop
000417,2026-06-16,7.42,2026-06-17,7.77,1,0.0455698113207546,Maximum_Holding_Period
000420,2024-06-19,3.36,2024-06-20,3.24,1,-0.037314285714285585,Trend_Break_Stop
000422,2021-10-14,19.5,2021-10-15,22.8,1,0.1676307692307693,Maximum_Holding_Period
000422,2022-05-10,18.7,2022-05-11,18.81,1,0.00428235294117645,Trend_Break_Stop
000426,2021-10-19,8.04,2021-10-20,8.13,1,0.009594029850746467,Maximum_Holding_Period
000428,2022-03-04,3.67,2022-03-07,3.59,1,-0.023398365122615793,Trend_Break_Stop
000428,2022-03-14,3.55,2022-03-15,3.3724999999999996,1,-0.05160000000000004,Extreme_Risk_Stop
000428,2022-05-12,3.35,2022-05-13,3.53,1,0.05213134328358198,Maximum_Holding_Period
000428,2022-10-21,4.1,2022-10-24,3.8949999999999996,1,-0.05160000000000004,Extreme_Risk_Stop
000430,2022-05-13,5.44,2022-05-16,5.79,1,0.06273823529411753,Maximum_Holding_Period
000503,2022-05-06,7.72,2022-05-09,8.7,1,0.12534300518134717,Maximum_Holding_Period
000504,2025-05-20,7.11,2025-05-21,7.15,1,0.004025879043600568,Maximum_Holding_Period
000505,2022-05-06,8.91,2022-05-09,9.26,1,0.03768170594837255,Maximum_Holding_Period
000505,2022-05-10,9.05,2022-05-11,9.42,1,0.03928397790055232,Maximum_Holding_Period
000505,2022-05-11,9.4,2022-05-12,9.33,1,-0.009046808510638282,Maximum_Holding_Period
000506,2024-07-08,1.04,2024-07-09,0.988,1,-0.05160000000000004,Extreme_Risk_Stop
000506,2026-03-04,19.44,2026-03-05,20.02,1,0.028235390946501893,Trend_Break_Stop
000509,2020-05-25,1.0,2020-05-26,0.95,1,-0.05160000000000004,Extreme_Risk_Stop
000510,2022-10-18,5.9,2022-10-19,5.9,1,-0.0015999999999999999,Maximum_Holding_Period
000510,2025-05-12,4.72,2025-05-13,5.08,1,0.07467118644067798,Maximum_Holding_Period
000514,2022-01-11,4.15,2022-01-12,3.9425000000000003,1,-0.05160000000000004,Extreme_Risk_Stop
000514,2022-05-06,5.15,2022-05-09,5.53,1,0.0721864077669903,Maximum_Holding_Period
000516,2021-07-22,15.23,2021-07-23,14.4685,1,-0.05159999999999993,Extreme_Risk_Stop
000516,2021-07-30,13.36,2021-08-02,12.691999999999998,1,-0.05160000000000004,Extreme_Risk_Stop
000517,2024-09-20,1.94,2024-09-23,1.98,1,0.019018556701030854,Maximum_Holding_Period
000517,2024-09-23,1.98,2024-09-24,2.09,1,0.05395555555555558,Maximum_Holding_Period
000518,2025-01-09,2.61,2025-01-10,2.4795,1,-0.05160000000000004,Extreme_Risk_Stop
000518,2026-06-25,3.3,2026-06-26,3.135,1,-0.05160000000000004,Extreme_Risk_Stop
000519,2022-10-17,21.73,2022-10-18,20.6435,1,-0.05160000000000004,Extreme_Risk_Stop
000519,2022-10-18,21.0,2022-10-19,19.95,1,-0.05160000000000004,Extreme_Risk_Stop
000520,2024-02-21,2.11,2024-02-22,2.2,1,0.04105402843601907,Maximum_Holding_Period
000520,2024-11-26,5.49,2024-11-27,5.2155,1,-0.05160000000000015,Extreme_Risk_Stop
000520,2026-07-24,3.7,2026-07-27,3.87,1,0.044345945945945923,Maximum_Holding_Period
000523,2021-01-29,2.8,2021-02-01,2.6599999999999997,1,-0.05160000000000004,Extreme_Risk_Stop
000523,2021-02-19,2.08,2021-02-22,2.53,1,0.21474615384615375,Maximum_Holding_Period
000523,2023-01-31,3.45,2023-02-01,3.53,1,0.02158840579710124,Maximum_Holding_Period
000524,2020-09-16,9.74,2020-09-17,9.44,1,-0.032400821355236205,Trend_Break_Stop
000526,2021-11-18,17.85,2021-11-19,17.53,1,-0.019527170868347387,Trend_Break_Stop
000533,2025-02-13,6.56,2025-02-14,6.231999999999999,1,-0.05160000000000004,Extreme_Risk_Stop
000533,2026-04-16,15.29,2026-04-17,15.04,1,-0.017950555918901222,Trend_Break_Stop
000533,2026-04-17,15.45,2026-04-20,15.98,1,0.03270420711974125,Maximum_Holding_Period
000536,2024-11-22,6.18,2024-11-25,5.8709999999999996,1,-0.05160000000000004,Extreme_Risk_Stop
000536,2025-01-10,4.36,2025-01-13,4.142,1,-0.05160000000000004,Extreme_Risk_Stop
000537,2022-01-13,20.46,2022-01-14,19.437,1,-0.05159999999999993,Extreme_Risk_Stop
000541,2025-04-24,6.41,2025-04-25,6.24,1,-0.028121060842433664,Trend_Break_Stop
000544,2022-08-18,6.73,2022-08-19,6.68,1,-0.00902942050520068,Maximum_Holding_Period
000545,2020-12-18,3.54,2020-12-21,3.46,1,-0.02419887005649719,Trend_Break_Stop
000545,2025-01-17,2.2,2025-01-20,2.21,1,0.0029454545454544083,Maximum_Holding_Period
000547,2026-01-26,28.42,2026-01-27,26.999,1,-0.05160000000000015,Extreme_Risk_Stop
000547,2026-02-02,28.1,2026-02-03,32.38,1,0.15071316725978662,Maximum_Holding_Period
000550,2024-08-16,24.5,2024-08-19,24.04,1,-0.020375510204081636,Trend_Break_Stop
000557,2020-07-06,3.55,2020-07-07,3.71,1,0.04347042253521121,Maximum_Holding_Period
000558,2021-02-23,2.93,2021-02-24,2.98,1,0.015464846416382284,Maximum_Holding_Period
000558,2022-05-06,2.76,2022-05-09,2.76,1,-0.0015999999999999999,Maximum_Holding_Period
000558,2025-01-17,3.33,2025-01-20,3.24,1,-0.028627027027026974,Trend_Break_Stop
000561,2021-02-19,6.37,2021-02-22,6.57,1,0.029797174254317094,Maximum_Holding_Period
000564,2020-07-01,4.4,2020-07-02,4.43,1,0.005218181818181612,Maximum_Holding_Period
000564,2022-12-23,1.87,2022-12-26,1.7765,1,-0.05160000000000004,Extreme_Risk_Stop
000565,2024-02-26,4.48,2024-02-27,4.65,1,0.036346428571428606,Maximum_Holding_Period
000566,2024-10-22,4.15,2024-10-23,4.52,1,0.08755662650602396,Maximum_Holding_Period
000568,2021-03-19,212.11,2021-03-22,216.19,1,0.017635302437414558,Maximum_Holding_Period
000568,2021-03-22,213.58,2021-03-23,219.9,1,0.027990785654087347,Maximum_Holding_Period
000570,2024-02-21,4.78,2024-02-22,5.01,1,0.046517154811715415,Maximum_Holding_Period
000571,2026-04-09,5.75,2026-04-10,5.68,1,-0.013773913043478258,Maximum_Holding_Period
000572,2021-07-08,5.35,2021-07-09,5.27,1,-0.016553271028037452,Maximum_Holding_Period
000572,2022-05-06,4.53,2022-05-09,4.56,1,0.005022516556291203,Maximum_Holding_Period
000572,2022-05-12,4.65,2022-05-13,4.93,1,0.05861505376344072,Maximum_Holding_Period
000573,2022-12-27,4.13,2022-12-28,4.2,1,0.015349152542373058,Maximum_Holding_Period
000582,2026-07-03,11.08,2026-07-06,11.47,1,0.03359855595667876,Maximum_Holding_Period
000584,2024-04-25,2.28,2024-04-26,2.28,1,-0.0015999999999999999,Maximum_Holding_Period
000584,2024-06-20,1.21,2024-06-21,1.1495,1,-0.05160000000000004,Extreme_Risk_Stop
000586,2026-06-17,15.41,2026-06-18,15.26,1,-0.011333939000649006,Maximum_Holding_Period
000589,2022-05-06,3.78,2022-05-09,3.83,1,0.011627513227513254,Maximum_Holding_Period
000590,2022-05-10,7.64,2022-05-11,7.73,1,0.01018010471204205,Maximum_Holding_Period
000591,2021-02-19,5.9,2021-02-22,6.26,1,0.0594169491525423,Maximum_Holding_Period
000592,2020-02-10,2.44,2020-02-11,2.51,1,0.0270885245901638,Maximum_Holding_Period
000592,2024-02-21,2.06,2024-02-22,2.13,1,0.03238058252427183,Maximum_Holding_Period
000592,2024-02-22,2.1,2024-02-23,2.23,1,0.06030476190476191,Maximum_Holding_Period
000592,2024-02-27,2.21,2024-02-28,2.14,1,-0.033274208144796265,Trend_Break_Stop
000592,2024-12-30,2.68,2024-12-31,2.87,1,0.06929552238805962,Maximum_Holding_Period
000593,2022-11-07,8.04,2022-11-08,8.3,1,0.030738308457711572,Maximum_Holding_Period
000595,2022-05-06,2.91,2022-05-09,3.22,1,0.10492920962199319,Maximum_Holding_Period
000595,2022-06-17,5.36,2022-06-20,5.42,1,0.009594029850746245,Trend_Break_Stop
000595,2022-06-20,5.49,2022-06-21,5.2155,1,-0.05160000000000015,Extreme_Risk_Stop
000595,2022-09-05,7.6,2022-09-06,8.45,1,0.11024210526315774,Maximum_Holding_Period
000595,2024-01-26,4.7,2024-01-29,4.7,1,-0.0015999999999999999,Maximum_Holding_Period
000595,2024-11-29,8.7,2024-12-02,9.48,1,0.08805517241379328,Maximum_Holding_Period
000596,2022-11-03,207.0,2022-11-04,217.51,1,0.049172946859903414,Maximum_Holding_Period
000597,2020-06-16,5.31,2020-06-17,5.4,1,0.015349152542373058,Maximum_Holding_Period
000597,2023-01-04,6.73,2023-01-05,6.3935,1,-0.05160000000000004,Extreme_Risk_Stop
000599,2024-04-22,4.38,2024-04-23,4.161,1,-0.05160000000000004,Extreme_Risk_Stop
000600,2026-07-02,9.24,2026-07-03,9.01,1,-0.026491774891774966,Maximum_Holding_Period
000601,2022-09-22,5.36,2022-09-23,5.25,1,-0.022122388059701525,Trend_Break_Stop
000603,2020-03-23,11.23,2020-03-24,12.1,1,0.0758710596616206,Maximum_Holding_Period
000603,2026-02-27,49.68,2026-03-02,56.57,1,0.13708760064412245,Maximum_Holding_Period
000603,2026-03-30,38.24,2026-03-31,38.8,1,0.01304435146443499,Maximum_Holding_Period
000605,2020-10-13,6.27,2020-10-14,6.27,1,-0.0015999999999999999,Maximum_Holding_Period
000605,2022-05-06,5.24,2022-05-09,5.56,1,0.05946870229007622,Maximum_Holding_Period
000607,2022-02-09,5.01,2022-02-10,5.25,1,0.046304191616766625,Maximum_Holding_Period
000608,2025-01-17,2.17,2025-01-20,2.19,1,0.007616589861751112,Maximum_Holding_Period
000609,2022-06-10,5.1,2022-06-13,4.91,1,-0.03885490196078418,Trend_Break_Stop
000609,2023-09-21,5.76,2023-09-22,5.92,1,0.0261777777777779,Maximum_Holding_Period
000609,2025-12-22,10.01,2025-12-23,9.5095,1,-0.05160000000000004,Extreme_Risk_Stop
000610,2020-02-10,7.11,2020-02-11,7.4,1,0.039187623066104176,Maximum_Holding_Period
000610,2020-02-12,7.35,2020-02-13,7.73,1,0.05010068027210895,Maximum_Holding_Period
000610,2020-04-08,8.08,2020-04-09,8.56,1,0.05780594059405946,Maximum_Holding_Period
000610,2022-11-29,10.46,2022-11-30,11.45,1,0.09304627151051607,Maximum_Holding_Period
000610,2023-05-15,16.22,2023-05-16,15.69,1,-0.03427570900123295,Trend_Break_Stop
000610,2023-05-16,16.13,2023-05-17,16.15,1,-0.00036007439553626796,Maximum_Holding_Period
000610,2024-02-21,11.62,2024-02-22,12.13,1,0.04228984509466454,Maximum_Holding_Period
000613,2021-02-04,3.45,2021-02-05,3.41,1,-0.013194202898550732,Trend_Break_Stop
000615,2021-06-22,21.8,2021-06-23,23.23,1,0.06399633027522937,Maximum_Holding_Period
000615,2021-07-01,21.68,2021-07-02,22.46,1,0.0343778597785978,Maximum_Holding_Period
000615,2021-11-17,12.18,2021-11-18,11.77,1,-0.035261740558292294,Trend_Break_Stop
000617,2020-07-16,8.4,2020-07-17,7.9799999999999995,1,-0.05160000000000004,Extreme_Risk_Stop
000620,2025-01-17,1.84,2025-01-20,1.88,1,0.020139130434782482,Maximum_Holding_Period
000620,2025-12-16,2.91,2025-12-17,2.89,1,-0.008472852233676952,Maximum_Holding_Period
000620,2025-12-17,2.93,2025-12-18,2.88,1,-0.018664846416382396,Maximum_Holding_Period
000620,2026-08-06,2.75,2026-08-07,2.78,1,0.009309090909090757,Maximum_Holding_Period
000625,2021-07-09,20.0,2021-07-12,21.12,1,0.05440000000000005,Maximum_Holding_Period
000626,2020-02-13,7.85,2020-02-14,7.67,1,-0.02452993630573248,Trend_Break_Stop
000628,2023-12-28,52.08,2023-12-29,49.476,1,-0.05159999999999993,Extreme_Risk_Stop
000632,2025-05-08,3.57,2025-05-09,3.66,1,0.023610084033613577,Maximum_Holding_Period
000632,2025-12-03,6.31,2025-12-04,6.88,1,0.08873280507131547,Maximum_Holding_Period
000632,2025-12-04,6.41,2025-12-05,7.57,1,0.17936723868954757,Maximum_Holding_Period
000636,2026-08-03,48.0,2026-08-04,54.33,1,0.13027499999999997,Maximum_Holding_Period
000637,2020-04-08,4.42,2020-04-09,4.51,1,0.01876199095022617,Maximum_Holding_Period
000638,2022-11-08,8.11,2022-11-09,8.24,1,0.01442959309494456,Maximum_Holding_Period
000638,2022-11-14,8.51,2022-11-15,8.0845,1,-0.05159999999999993,Extreme_Risk_Stop
000638,2024-04-30,4.0,2024-05-06,4.36,1,0.08840000000000008,Maximum_Holding_Period
000639,2026-04-30,2.03,2026-05-06,1.93,1,-0.0508610837438423,Trend_Break_Stop
000639,2026-05-26,1.6,2026-05-27,1.59,1,-0.007849999999999979,Maximum_Holding_Period
000650,2022-05-06,6.02,2022-05-09,6.17,1,0.02331694352159479,Maximum_Holding_Period
000652,2020-04-09,9.82,2020-04-10,9.85,1,0.001454989816700493,Trend_Break_Stop
000655,2022-05-05,5.76,2022-05-06,5.66,1,-0.01896111111111105,Trend_Break_Stop
000655,2022-05-06,5.68,2022-05-09,5.71,1,0.003681690140845008,Maximum_Holding_Period
000657,2026-04-09,48.42,2026-04-10,48.98,1,0.009965468814539236,Maximum_Holding_Period
000659,2024-10-25,2.53,2024-10-28,3.0,1,0.18417075098814234,Maximum_Holding_Period
000661,2021-08-16,302.22,2021-08-17,294.87,1,-0.025920031764939577,Trend_Break_Stop
000662,2020-02-13,4.0,2020-02-14,3.87,1,-0.03409999999999997,Trend_Break_Stop
000662,2020-12-30,0.89,2020-12-31,0.8454999999999999,1,-0.05160000000000015,Extreme_Risk_Stop
000663,2023-10-30,8.57,2023-10-31,8.7,1,0.013569194865810808,Maximum_Holding_Period
000665,2022-02-15,8.85,2022-02-16,8.407499999999999,1,-0.05160000000000004,Extreme_Risk_Stop
000665,2022-03-22,6.5,2022-03-23,7.67,1,0.17839999999999995,Maximum_Holding_Period
000665,2022-05-06,7.56,2022-05-09,8.3,1,0.09628359788359812,Maximum_Holding_Period
000665,2025-04-16,4.69,2025-04-17,4.61,1,-0.018657569296375253,Trend_Break_Stop
000666,2022-05-06,7.81,2022-05-09,7.92,1,0.012484507042253502,Maximum_Holding_Period
000669,2020-02-12,2.81,2020-02-13,2.8,1,-0.005158718861210064,Trend_Break_Stop
000669,2024-02-21,1.55,2024-02-22,1.58,1,0.017754838709677357,Maximum_Holding_Period
000669,2024-02-22,1.54,2024-02-23,1.66,1,0.07632207792207794,Maximum_Holding_Period
000670,2022-09-15,9.65,2022-09-16,9.1675,1,-0.05160000000000004,Extreme_Risk_Stop
000670,2025-01-17,7.09,2025-01-20,7.09,1,-0.0015999999999999999,Trend_Break_Stop
000671,2021-11-22,2.94,2021-11-23,2.98,1,0.012005442176870763,Maximum_Holding_Period
000673,2021-05-13,1.81,2021-05-14,1.8,1,-0.007124861878453024,Trend_Break_Stop
000679,2022-12-29,6.16,2022-12-30,7.18,1,0.1639844155844155,Maximum_Holding_Period
000679,2024-04-25,3.22,2024-04-26,3.16,1,-0.020233540372670843,Maximum_Holding_Period
000681,2024-04-25,12.65,2024-04-26,13.02,1,0.02764901185770734,Maximum_Holding_Period
000681,2025-01-09,20.98,2025-01-10,20.65,1,-0.01732926596758828,Trend_Break_Stop
000681,2025-01-16,22.02,2025-01-17,21.53,1,-0.023852497729336907,Trend_Break_Stop
000681,2025-01-17,21.86,2025-01-20,20.98,1,-0.04185617566331196,Trend_Break_Stop
000687,2020-02-11,5.03,2020-02-12,5.01,1,-0.005576143141153132,Maximum_Holding_Period
000687,2020-02-24,5.3,2020-02-25,5.41,1,0.01915471698113218,Maximum_Holding_Period
000687,2022-01-05,1.87,2022-01-06,1.89,1,0.009095187165775221,Maximum_Holding_Period
000692,2024-07-01,3.03,2024-07-02,3.04,1,0.0017003300330034514,Maximum_Holding_Period
000698,2020-08-18,7.81,2020-08-19,7.419499999999999,1,-0.05160000000000004,Extreme_Risk_Stop
000698,2020-09-16,5.66,2020-09-17,5.377,1,-0.05160000000000004,Extreme_Risk_Stop
000698,2021-03-30,6.56,2021-03-31,6.63,1,0.009070731707317137,Maximum_Holding_Period
000698,2021-03-31,6.54,2021-04-01,6.89,1,0.051916819571865384,Maximum_Holding_Period
000700,2020-03-04,11.96,2020-03-05,12.59,1,0.05107558528428085,Maximum_Holding_Period
000700,2020-03-06,12.05,2020-03-09,12.3,1,0.019146887966804905,Trend_Break_Stop
000701,2020-02-10,4.27,2020-02-11,4.39,1,0.02650304449648715,Maximum_Holding_Period
000701,2025-01-10,4.52,2025-01-13,4.294,1,-0.05160000000000004,Extreme_Risk_Stop
000702,2024-06-05,5.61,2024-06-06,5.3295,1,-0.05160000000000004,Extreme_Risk_Stop
000703,2026-06-04,13.39,2026-06-05,13.34,1,-0.005334129947722264,Maximum_Holding_Period
000710,2022-05-06,13.0,2022-05-09,15.17,1,0.16532307692307696,Maximum_Holding_Period
000710,2022-05-11,14.26,2022-05-12,14.04,1,-0.017027769985974838,Trend_Break_Stop
000710,2022-05-24,13.67,2022-05-25,12.9865,1,-0.05160000000000004,Extreme_Risk_Stop
000711,2020-02-10,4.2,2020-02-11,4.23,1,0.005542857142857118,Maximum_Holding_Period
000711,2022-03-04,3.91,2022-03-07,3.7145,1,-0.05160000000000004,Extreme_Risk_Stop
000711,2023-05-23,1.67,2023-05-24,1.5864999999999998,1,-0.05160000000000004,Extreme_Risk_Stop
000711,2026-04-16,3.65,2026-04-17,4.1,1,0.12168767123287653,Maximum_Holding_Period
000712,2026-06-16,8.88,2026-06-17,9.35,1,0.05132792792792778,Maximum_Holding_Period
000713,2021-07-07,9.2,2021-07-08,9.43,1,0.023400000000000132,Maximum_Holding_Period
000713,2021-07-20,9.5,2021-07-21,9.45,1,-0.006863157894736969,Maximum_Holding_Period
000713,2022-05-06,8.47,2022-05-09,8.71,1,0.026735301062573758,Maximum_Holding_Period
000713,2022-05-10,8.5,2022-05-11,8.89,1,0.04428235294117649,Maximum_Holding_Period
000713,2022-05-11,8.8,2022-05-12,8.67,1,-0.016372727272727382,Trend_Break_Stop
000713,2025-05-08,7.36,2025-05-09,7.33,1,-0.005676086956521729,Maximum_Holding_Period
000715,2022-10-17,4.99,2022-10-18,4.96,1,-0.007612024048096198,Maximum_Holding_Period
000715,2024-12-31,6.75,2025-01-02,7.32,1,0.08284444444444454,Maximum_Holding_Period
000716,2023-02-01,8.23,2023-02-02,8.38,1,0.016626002430133725,Maximum_Holding_Period
000717,2025-01-17,2.62,2025-01-20,2.64,1,0.006033587786259444,Maximum_Holding_Period
000718,2021-06-24,7.86,2021-06-25,7.467,1,-0.05160000000000004,Extreme_Risk_Stop
000718,2021-08-11,5.84,2021-08-12,5.8,1,-0.008449315068493179,Maximum_Holding_Period
000719,2023-05-30,11.3,2023-05-31,11.78,1,0.04087787610619458,Maximum_Holding_Period
000721,2020-04-08,4.23,2020-04-09,4.61,1,0.08823451536643016,Maximum_Holding_Period
000721,2022-11-30,8.1,2022-12-01,7.99,1,-0.015180246913580175,Maximum_Holding_Period
000721,2022-12-07,8.4,2022-12-08,9.44,1,0.12220952380952381,Maximum_Holding_Period
000727,2023-11-08,2.81,2023-11-09,2.76,1,-0.019393594306049877,Trend_Break_Stop
000731,2021-10-20,9.4,2021-10-21,11.45,1,0.21648510638297852,Maximum_Holding_Period
000731,2021-11-15,8.37,2021-11-16,7.9514999999999985,1,-0.05160000000000004,Extreme_Risk_Stop
000732,2022-12-30,1.4,2023-01-03,1.36,1,-0.03017142857142847,Trend_Break_Stop
000736,2020-03-26,7.95,2020-03-27,8.37,1,0.051230188679245274,Maximum_Holding_Period
000736,2020-03-30,8.13,2020-03-31,7.95,1,-0.023740221402214056,Trend_Break_Stop
000737,2025-04-22,9.1,2025-04-23,9.11,1,-0.0005010989010989049,Maximum_Holding_Period
000751,2026-07-24,4.39,2026-07-27,4.38,1,-0.003877904328018221,Maximum_Holding_Period
000752,2021-08-04,5.83,2021-08-05,6.09,1,0.042996912521440715,Maximum_Holding_Period
000752,2021-08-06,6.03,2021-08-09,6.51,1,0.0780019900497511,Maximum_Holding_Period
000753,2022-06-02,4.0,2022-06-06,3.8,1,-0.05160000000000004,Extreme_Risk_Stop
000761,2021-10-13,5.1,2021-10-14,4.845,1,-0.05159999999999993,Extreme_Risk_Stop
000767,2021-02-24,3.0,2021-02-25,2.95,1,-0.018266666666666608,Trend_Break_Stop
000767,2026-06-18,4.94,2026-06-22,4.6930000000000005,1,-0.05159999999999993,Extreme_Risk_Stop
000768,2021-03-31,25.2,2021-04-01,24.6,1,-0.025409523809523726,Trend_Break_Stop
000777,2022-05-06,9.65,2022-05-09,9.72,1,0.005653886010362809,Maximum_Holding_Period
000782,2022-05-06,4.4,2022-05-09,4.5,1,0.021127272727272706,Maximum_Holding_Period
000785,2025-01-07,3.9,2025-01-08,4.19,1,0.07275897435897453,Maximum_Holding_Period
000785,2025-01-08,3.95,2025-01-09,4.03,1,0.018653164556962133,Trend_Break_Stop
000790,2021-06-11,5.75,2021-06-15,5.4624999999999995,1,-0.05160000000000004,Extreme_Risk_Stop
000790,2022-05-10,4.51,2022-05-11,4.5,1,-0.003817294900221711,Maximum_Holding_Period
000791,2026-07-02,7.89,2026-07-03,7.75,1,-0.019343979721166037,Trend_Break_Stop
000795,2024-11-22,10.65,2024-11-25,12.01,1,0.1260995305164319,Maximum_Holding_Period
000796,2020-02-12,7.34,2020-02-13,7.29,1,-0.008411989100817373,Trend_Break_Stop
000796,2020-07-23,17.88,2020-07-24,17.04,1,-0.04857986577181212,Trend_Break_Stop
000796,2020-08-10,17.59,2020-08-11,16.7105,1,-0.05160000000000004,Extreme_Risk_Stop
000797,2022-12-28,3.67,2022-12-29,3.56,1,-0.031572752043596726,Trend_Break_Stop
000797,2022-12-29,3.7,2022-12-30,3.63,1,-0.02051891891891895,Trend_Break_Stop
000798,2021-01-19,10.43,2021-01-20,9.9085,1,-0.05159999999999993,Extreme_Risk_Stop
000798,2023-06-09,10.5,2023-06-12,10.16,1,-0.033980952380952396,Trend_Break_Stop
000799,2021-03-04,140.1,2021-03-05,133.095,1,-0.05159999999999993,Extreme_Risk_Stop
000807,2022-05-05,10.26,2022-05-06,10.06,1,-0.02109317738791412,Trend_Break_Stop
000807,2022-05-06,10.14,2022-05-09,10.02,1,-0.01343431952662728,Trend_Break_Stop
000810,2020-03-23,11.68,2020-03-24,12.54,1,0.07203013698630127,Maximum_Holding_Period
000810,2026-08-06,9.77,2026-08-07,9.67,1,-0.011835414534288557,Trend_Break_Stop
000811,2022-05-06,8.68,2022-05-09,8.78,1,0.009920737327188834,Maximum_Holding_Period
000812,2022-05-06,4.9,2022-05-09,5.28,1,0.0759510204081633,Maximum_Holding_Period
000812,2022-10-17,5.48,2022-10-18,5.61,1,0.02212262773722622,Maximum_Holding_Period
000812,2024-02-21,4.26,2024-02-22,4.42,1,0.03595868544600949,Maximum_Holding_Period
