日期,股票,信号,触发条件
2021-08-03,300192,BUY_SIGNAL,"ma5_distance=0.05263158 in [0.03,0.10];pressure_distance=0.30875000 in [0.30,0.50]"
2022-04-29,300192,BUY_SIGNAL,"ma5_distance=0.05633803 in [0.03,0.10];pressure_distance=0.36571429 in [0.30,0.50]"
2022-05-05,300192,BUY_SIGNAL,"ma5_distance=0.04845115 in [0.03,0.10];pressure_distance=0.35795455 in [0.30,0.50]"
2023-05-26,300192,BUY_SIGNAL,"ma5_distance=0.09343629 in [0.03,0.10];pressure_distance=0.33333333 in [0.30,0.50]"
2023-05-30,300192,BUY_SIGNAL,"ma5_distance=0.04790419 in [0.03,0.10];pressure_distance=0.31567944 in [0.30,0.50]"
2024-02-08,300192,BUY_SIGNAL,"ma5_distance=0.06010269 in [0.03,0.10];pressure_distance=0.38034188 in [0.30,0.50]"
2024-08-29,300192,BUY_SIGNAL,"ma5_distance=0.04228213 in [0.03,0.10];pressure_distance=0.32860939 in [0.30,0.50]"
2025-01-09,300192,BUY_SIGNAL,"ma5_distance=0.03882051 in [0.03,0.10];pressure_distance=0.33007813 in [0.30,0.50]"
2026-08-04,300192,BUY_SIGNAL,"ma5_distance=0.09390609 in [0.03,0.10];pressure_distance=0.33105023 in [0.30,0.50]"
2022-05-05,300194,BUY_SIGNAL,"ma5_distance=0.03296057 in [0.03,0.10];pressure_distance=0.41310541 in [0.30,0.50]"
2024-02-20,300195,BUY_SIGNAL,"ma5_distance=0.09020743 in [0.03,0.10];pressure_distance=0.45132743 in [0.30,0.50]"
2024-02-21,300195,BUY_SIGNAL,"ma5_distance=0.07879925 in [0.03,0.10];pressure_distance=0.42608696 in [0.30,0.50]"
2024-02-22,300195,BUY_SIGNAL,"ma5_distance=0.06601249 in [0.03,0.10];pressure_distance=0.33891213 in [0.30,0.50]"
2026-03-25,300196,BUY_SIGNAL,"ma5_distance=0.03201595 in [0.03,0.10];pressure_distance=0.31250000 in [0.30,0.50]"
2026-08-04,300196,BUY_SIGNAL,"ma5_distance=0.03424399 in [0.03,0.10];pressure_distance=0.39987827 in [0.30,0.50]"
2026-08-05,300196,BUY_SIGNAL,"ma5_distance=0.07041208 in [0.03,0.10];pressure_distance=0.30404624 in [0.30,0.50]"
2024-07-11,300197,BUY_SIGNAL,"ma5_distance=0.03498542 in [0.03,0.10];pressure_distance=0.30281690 in [0.30,0.50]"
2024-07-30,300197,BUY_SIGNAL,"ma5_distance=0.03787879 in [0.03,0.10];pressure_distance=0.35036496 in [0.30,0.50]"
2024-07-31,300197,BUY_SIGNAL,"ma5_distance=0.04166667 in [0.03,0.10];pressure_distance=0.32142857 in [0.30,0.50]"
2025-01-14,300197,BUY_SIGNAL,"ma5_distance=0.03448276 in [0.03,0.10];pressure_distance=0.36036036 in [0.30,0.50]"
2025-01-16,300197,BUY_SIGNAL,"ma5_distance=0.04801477 in [0.03,0.10];pressure_distance=0.31718062 in [0.30,0.50]"
2024-06-12,300198,BUY_SIGNAL,"ma5_distance=0.05574324 in [0.03,0.10];pressure_distance=0.31200000 in [0.30,0.50]"
2024-11-28,300198,BUY_SIGNAL,"ma5_distance=0.03939648 in [0.03,0.10];pressure_distance=0.40322581 in [0.30,0.50]"
2024-12-02,300198,BUY_SIGNAL,"ma5_distance=0.07954545 in [0.03,0.10];pressure_distance=0.30827068 in [0.30,0.50]"
2025-01-14,300198,BUY_SIGNAL,"ma5_distance=0.05076142 in [0.03,0.10];pressure_distance=0.42512077 in [0.30,0.50]"
2025-01-15,300198,BUY_SIGNAL,"ma5_distance=0.03030303 in [0.03,0.10];pressure_distance=0.41176471 in [0.30,0.50]"
2021-11-24,300199,BUY_SIGNAL,"ma5_distance=0.08319701 in [0.03,0.10];pressure_distance=0.32038835 in [0.30,0.50]"
2021-12-14,300199,BUY_SIGNAL,"ma5_distance=0.09459809 in [0.03,0.10];pressure_distance=0.44510035 in [0.30,0.50]"
2022-05-06,300199,BUY_SIGNAL,"ma5_distance=0.09821703 in [0.03,0.10];pressure_distance=0.31070679 in [0.30,0.50]"
2023-12-05,300199,BUY_SIGNAL,"ma5_distance=0.05512785 in [0.03,0.10];pressure_distance=0.36026059 in [0.30,0.50]"
2024-02-08,300200,BUY_SIGNAL,"ma5_distance=0.04463959 in [0.03,0.10];pressure_distance=0.47635727 in [0.30,0.50]"
2024-02-19,300200,BUY_SIGNAL,"ma5_distance=0.06882739 in [0.03,0.10];pressure_distance=0.43611584 in [0.30,0.50]"
2024-02-20,300200,BUY_SIGNAL,"ma5_distance=0.05721393 in [0.03,0.10];pressure_distance=0.40336134 in [0.30,0.50]"
2024-02-21,300200,BUY_SIGNAL,"ma5_distance=0.04614851 in [0.03,0.10];pressure_distance=0.37645108 in [0.30,0.50]"
2020-05-06,300201,BUY_SIGNAL,"ma5_distance=0.03303471 in [0.03,0.10];pressure_distance=0.32249322 in [0.30,0.50]"
2020-10-09,300201,BUY_SIGNAL,"ma5_distance=0.04362101 in [0.03,0.10];pressure_distance=0.39550562 in [0.30,0.50]"
2020-10-12,300201,BUY_SIGNAL,"ma5_distance=0.06644981 in [0.03,0.10];pressure_distance=0.35294118 in [0.30,0.50]"
2020-10-13,300201,BUY_SIGNAL,"ma5_distance=0.06382979 in [0.03,0.10];pressure_distance=0.32127660 in [0.30,0.50]"
2022-05-19,300201,BUY_SIGNAL,"ma5_distance=0.08784474 in [0.03,0.10];pressure_distance=0.44131455 in [0.30,0.50]"
2022-05-20,300201,BUY_SIGNAL,"ma5_distance=0.05940594 in [0.03,0.10];pressure_distance=0.40654206 in [0.30,0.50]"
2024-02-08,300201,BUY_SIGNAL,"ma5_distance=0.05216882 in [0.03,0.10];pressure_distance=0.33983287 in [0.30,0.50]"
2025-01-14,300201,BUY_SIGNAL,"ma5_distance=0.05526632 in [0.03,0.10];pressure_distance=0.30550285 in [0.30,0.50]"
2026-08-03,300201,BUY_SIGNAL,"ma5_distance=0.05863430 in [0.03,0.10];pressure_distance=0.30386740 in [0.30,0.50]"
2020-10-12,300202,BUY_SIGNAL,"ma5_distance=0.04892273 in [0.03,0.10];pressure_distance=0.34054054 in [0.30,0.50]"
2020-10-13,300202,BUY_SIGNAL,"ma5_distance=0.03200000 in [0.03,0.10];pressure_distance=0.34573643 in [0.30,0.50]"
2020-12-29,300202,BUY_SIGNAL,"ma5_distance=0.04351789 in [0.03,0.10];pressure_distance=0.30458515 in [0.30,0.50]"
2021-05-12,300202,BUY_SIGNAL,"ma5_distance=0.03123891 in [0.03,0.10];pressure_distance=0.47160069 in [0.30,0.50]"
2021-06-01,300202,BUY_SIGNAL,"ma5_distance=0.04736627 in [0.03,0.10];pressure_distance=0.39376218 in [0.30,0.50]"
2021-06-07,300202,BUY_SIGNAL,"ma5_distance=0.03373872 in [0.03,0.10];pressure_distance=0.35673624 in [0.30,0.50]"
2021-06-08,300202,BUY_SIGNAL,"ma5_distance=0.03428126 in [0.03,0.10];pressure_distance=0.34651601 in [0.30,0.50]"
2022-01-18,300203,BUY_SIGNAL,"ma5_distance=0.04705103 in [0.03,0.10];pressure_distance=0.32318038 in [0.30,0.50]"
2022-04-29,300203,BUY_SIGNAL,"ma5_distance=0.07875895 in [0.03,0.10];pressure_distance=0.34402655 in [0.30,0.50]"
2022-05-05,300203,BUY_SIGNAL,"ma5_distance=0.05535925 in [0.03,0.10];pressure_distance=0.35602679 in [0.30,0.50]"
2022-05-06,300203,BUY_SIGNAL,"ma5_distance=0.03658537 in [0.03,0.10];pressure_distance=0.34850166 in [0.30,0.50]"
2024-02-20,300203,BUY_SIGNAL,"ma5_distance=0.03545104 in [0.03,0.10];pressure_distance=0.32966102 in [0.30,0.50]"
2024-04-23,300203,BUY_SIGNAL,"ma5_distance=0.03665309 in [0.03,0.10];pressure_distance=0.34732143 in [0.30,0.50]"
2020-03-06,300204,BUY_SIGNAL,"ma5_distance=0.04673448 in [0.03,0.10];pressure_distance=0.33802817 in [0.30,0.50]"
2020-03-31,300204,BUY_SIGNAL,"ma5_distance=0.04905660 in [0.03,0.10];pressure_distance=0.32104317 in [0.30,0.50]"
2020-04-01,300204,BUY_SIGNAL,"ma5_distance=0.05415500 in [0.03,0.10];pressure_distance=0.30115146 in [0.30,0.50]"
2021-06-21,300204,BUY_SIGNAL,"ma5_distance=0.04651163 in [0.03,0.10];pressure_distance=0.43992773 in [0.30,0.50]"
2021-06-22,300204,BUY_SIGNAL,"ma5_distance=0.05877990 in [0.03,0.10];pressure_distance=0.39579685 in [0.30,0.50]"
2021-09-02,300204,BUY_SIGNAL,"ma5_distance=0.03255981 in [0.03,0.10];pressure_distance=0.37804878 in [0.30,0.50]"
2021-12-14,300204,BUY_SIGNAL,"ma5_distance=0.03777985 in [0.03,0.10];pressure_distance=0.38258427 in [0.30,0.50]"
2021-12-23,300204,BUY_SIGNAL,"ma5_distance=0.05238595 in [0.03,0.10];pressure_distance=0.36419069 in [0.30,0.50]"
2021-12-24,300204,BUY_SIGNAL,"ma5_distance=0.03778970 in [0.03,0.10];pressure_distance=0.35368537 in [0.30,0.50]"
2022-05-06,300204,BUY_SIGNAL,"ma5_distance=0.05374226 in [0.03,0.10];pressure_distance=0.36582109 in [0.30,0.50]"
2022-05-09,300204,BUY_SIGNAL,"ma5_distance=0.06281857 in [0.03,0.10];pressure_distance=0.30913804 in [0.30,0.50]"
2024-02-20,300204,BUY_SIGNAL,"ma5_distance=0.06662396 in [0.03,0.10];pressure_distance=0.46546547 in [0.30,0.50]"
2024-02-21,300204,BUY_SIGNAL,"ma5_distance=0.06567730 in [0.03,0.10];pressure_distance=0.43555556 in [0.30,0.50]"
2024-02-22,300204,BUY_SIGNAL,"ma5_distance=0.05877007 in [0.03,0.10];pressure_distance=0.37339056 in [0.30,0.50]"
2026-08-05,300204,BUY_SIGNAL,"ma5_distance=0.04289739 in [0.03,0.10];pressure_distance=0.30631808 in [0.30,0.50]"
2020-11-16,300205,BUY_SIGNAL,"ma5_distance=0.03574927 in [0.03,0.10];pressure_distance=0.39164697 in [0.30,0.50]"
2024-04-18,300205,BUY_SIGNAL,"ma5_distance=0.04152824 in [0.03,0.10];pressure_distance=0.34290271 in [0.30,0.50]"
2024-04-19,300205,BUY_SIGNAL,"ma5_distance=0.06247912 in [0.03,0.10];pressure_distance=0.32389937 in [0.30,0.50]"
2024-09-18,300205,BUY_SIGNAL,"ma5_distance=0.06299213 in [0.03,0.10];pressure_distance=0.40740741 in [0.30,0.50]"
2024-09-19,300205,BUY_SIGNAL,"ma5_distance=0.05812897 in [0.03,0.10];pressure_distance=0.35193133 in [0.30,0.50]"
2025-04-11,300205,BUY_SIGNAL,"ma5_distance=0.04586130 in [0.03,0.10];pressure_distance=0.31283422 in [0.30,0.50]"
2025-05-07,300205,BUY_SIGNAL,"ma5_distance=0.04195804 in [0.03,0.10];pressure_distance=0.42617450 in [0.30,0.50]"
2025-05-08,300205,BUY_SIGNAL,"ma5_distance=0.08391608 in [0.03,0.10];pressure_distance=0.37096774 in [0.30,0.50]"
2025-05-09,300205,BUY_SIGNAL,"ma5_distance=0.06998654 in [0.03,0.10];pressure_distance=0.33647799 in [0.30,0.50]"
2022-05-09,300206,BUY_SIGNAL,"ma5_distance=0.03885894 in [0.03,0.10];pressure_distance=0.30270270 in [0.30,0.50]"
2020-04-02,300207,BUY_SIGNAL,"ma5_distance=0.07668210 in [0.03,0.10];pressure_distance=0.41429475 in [0.30,0.50]"
2020-04-03,300207,BUY_SIGNAL,"ma5_distance=0.03420306 in [0.03,0.10];pressure_distance=0.39084967 in [0.30,0.50]"
2022-03-16,300207,BUY_SIGNAL,"ma5_distance=0.03054788 in [0.03,0.10];pressure_distance=0.32565337 in [0.30,0.50]"
2025-04-11,300207,BUY_SIGNAL,"ma5_distance=0.04954592 in [0.03,0.10];pressure_distance=0.31982475 in [0.30,0.50]"
2025-04-14,300207,BUY_SIGNAL,"ma5_distance=0.03910740 in [0.03,0.10];pressure_distance=0.30314534 in [0.30,0.50]"
2021-01-19,300208,BUY_SIGNAL,"ma5_distance=0.04129424 in [0.03,0.10];pressure_distance=0.45493562 in [0.30,0.50]"
2021-04-08,300208,BUY_SIGNAL,"ma5_distance=0.03481834 in [0.03,0.10];pressure_distance=0.30407524 in [0.30,0.50]"
2021-10-18,300208,BUY_SIGNAL,"ma5_distance=0.05040595 in [0.03,0.10];pressure_distance=0.31239936 in [0.30,0.50]"
2021-10-19,300208,BUY_SIGNAL,"ma5_distance=0.04107767 in [0.03,0.10];pressure_distance=0.30191693 in [0.30,0.50]"
2022-03-24,300208,BUY_SIGNAL,"ma5_distance=0.04231730 in [0.03,0.10];pressure_distance=0.39775281 in [0.30,0.50]"
2022-03-25,300208,BUY_SIGNAL,"ma5_distance=0.05878732 in [0.03,0.10];pressure_distance=0.35610465 in [0.30,0.50]"
2022-04-29,300208,BUY_SIGNAL,"ma5_distance=0.04482531 in [0.03,0.10];pressure_distance=0.32492114 in [0.30,0.50]"
2022-05-05,300208,BUY_SIGNAL,"ma5_distance=0.04013015 in [0.03,0.10];pressure_distance=0.30552659 in [0.30,0.50]"
2024-02-26,300208,BUY_SIGNAL,"ma5_distance=0.08608609 in [0.03,0.10];pressure_distance=0.45852535 in [0.30,0.50]"
2024-02-27,300208,BUY_SIGNAL,"ma5_distance=0.03833091 in [0.03,0.10];pressure_distance=0.45560748 in [0.30,0.50]"
2024-02-28,300208,BUY_SIGNAL,"ma5_distance=0.03235014 in [0.03,0.10];pressure_distance=0.43548387 in [0.30,0.50]"
2024-02-29,300208,BUY_SIGNAL,"ma5_distance=0.05822551 in [0.03,0.10];pressure_distance=0.36026201 in [0.30,0.50]"
2024-06-19,300208,BUY_SIGNAL,"ma5_distance=0.03426396 in [0.03,0.10];pressure_distance=0.47852761 in [0.30,0.50]"
2024-07-02,300208,BUY_SIGNAL,"ma5_distance=0.04687500 in [0.03,0.10];pressure_distance=0.33582090 in [0.30,0.50]"
2024-08-29,300208,BUY_SIGNAL,"ma5_distance=0.03117506 in [0.03,0.10];pressure_distance=0.36627907 in [0.30,0.50]"
2025-02-07,300208,BUY_SIGNAL,"ma5_distance=0.03773585 in [0.03,0.10];pressure_distance=0.49494949 in [0.30,0.50]"
2025-02-10,300208,BUY_SIGNAL,"ma5_distance=0.08427544 in [0.03,0.10];pressure_distance=0.32227488 in [0.30,0.50]"
2021-02-18,300209,BUY_SIGNAL,"ma5_distance=0.06278802 in [0.03,0.10];pressure_distance=0.31029810 in [0.30,0.50]"
2021-08-03,300209,BUY_SIGNAL,"ma5_distance=0.03796587 in [0.03,0.10];pressure_distance=0.32382550 in [0.30,0.50]"
2022-05-10,300209,BUY_SIGNAL,"ma5_distance=0.03522505 in [0.03,0.10];pressure_distance=0.41776938 in [0.30,0.50]"
2022-08-22,300209,BUY_SIGNAL,"ma5_distance=0.04312354 in [0.03,0.10];pressure_distance=0.43016760 in [0.30,0.50]"
2022-09-02,300209,BUY_SIGNAL,"ma5_distance=0.03644315 in [0.03,0.10];pressure_distance=0.40084388 in [0.30,0.50]"
2024-04-19,300209,BUY_SIGNAL,"ma5_distance=0.03773585 in [0.03,0.10];pressure_distance=0.40000000 in [0.30,0.50]"
2024-04-25,300209,BUY_SIGNAL,"ma5_distance=0.03415560 in [0.03,0.10];pressure_distance=0.40825688 in [0.30,0.50]"
2020-10-09,300210,BUY_SIGNAL,"ma5_distance=0.06048704 in [0.03,0.10];pressure_distance=0.35000000 in [0.30,0.50]"
2020-11-20,300210,BUY_SIGNAL,"ma5_distance=0.03677028 in [0.03,0.10];pressure_distance=0.37111517 in [0.30,0.50]"
2023-12-27,300210,BUY_SIGNAL,"ma5_distance=0.03141672 in [0.03,0.10];pressure_distance=0.33141762 in [0.30,0.50]"
2024-02-21,300210,BUY_SIGNAL,"ma5_distance=0.06785618 in [0.03,0.10];pressure_distance=0.37594937 in [0.30,0.50]"
2024-04-24,300210,BUY_SIGNAL,"ma5_distance=0.03747022 in [0.03,0.10];pressure_distance=0.42379958 in [0.30,0.50]"
2025-04-11,300210,BUY_SIGNAL,"ma5_distance=0.03340292 in [0.03,0.10];pressure_distance=0.38945006 in [0.30,0.50]"
2023-05-11,300211,BUY_SIGNAL,"ma5_distance=0.08877722 in [0.03,0.10];pressure_distance=0.38131868 in [0.30,0.50]"
2023-05-15,300211,BUY_SIGNAL,"ma5_distance=0.06016224 in [0.03,0.10];pressure_distance=0.32306057 in [0.30,0.50]"
2024-08-28,300211,BUY_SIGNAL,"ma5_distance=0.04829857 in [0.03,0.10];pressure_distance=0.47643979 in [0.30,0.50]"
2024-08-30,300211,BUY_SIGNAL,"ma5_distance=0.06123151 in [0.03,0.10];pressure_distance=0.37115073 in [0.30,0.50]"
2025-01-16,300211,BUY_SIGNAL,"ma5_distance=0.04139029 in [0.03,0.10];pressure_distance=0.42038217 in [0.30,0.50]"
2025-01-21,300211,BUY_SIGNAL,"ma5_distance=0.04933538 in [0.03,0.10];pressure_distance=0.35809988 in [0.30,0.50]"
2025-04-11,300211,BUY_SIGNAL,"ma5_distance=0.07847690 in [0.03,0.10];pressure_distance=0.34660926 in [0.30,0.50]"
2025-04-14,300211,BUY_SIGNAL,"ma5_distance=0.05890288 in [0.03,0.10];pressure_distance=0.32802548 in [0.30,0.50]"
2025-05-20,300211,BUY_SIGNAL,"ma5_distance=0.03568045 in [0.03,0.10];pressure_distance=0.42987805 in [0.30,0.50]"
2025-05-21,300211,BUY_SIGNAL,"ma5_distance=0.06135730 in [0.03,0.10];pressure_distance=0.36642336 in [0.30,0.50]"
2022-04-29,300212,BUY_SIGNAL,"ma5_distance=0.03319209 in [0.03,0.10];pressure_distance=0.47300068 in [0.30,0.50]"
2022-05-05,300212,BUY_SIGNAL,"ma5_distance=0.03257055 in [0.03,0.10];pressure_distance=0.45071380 in [0.30,0.50]"
2022-05-09,300212,BUY_SIGNAL,"ma5_distance=0.03493330 in [0.03,0.10];pressure_distance=0.40132890 in [0.30,0.50]"
2022-12-26,300212,BUY_SIGNAL,"ma5_distance=0.05168211 in [0.03,0.10];pressure_distance=0.30366249 in [0.30,0.50]"
2023-05-08,300212,BUY_SIGNAL,"ma5_distance=0.07631749 in [0.03,0.10];pressure_distance=0.32096070 in [0.30,0.50]"
2023-05-10,300212,BUY_SIGNAL,"ma5_distance=0.03118193 in [0.03,0.10];pressure_distance=0.32518066 in [0.30,0.50]"
2024-02-07,300212,BUY_SIGNAL,"ma5_distance=0.03108041 in [0.03,0.10];pressure_distance=0.33492823 in [0.30,0.50]"
2026-03-09,300212,BUY_SIGNAL,"ma5_distance=0.04525674 in [0.03,0.10];pressure_distance=0.32223147 in [0.30,0.50]"
2026-07-01,300212,BUY_SIGNAL,"ma5_distance=0.03205973 in [0.03,0.10];pressure_distance=0.35638298 in [0.30,0.50]"
2022-05-05,300213,BUY_SIGNAL,"ma5_distance=0.03203569 in [0.03,0.10];pressure_distance=0.36935167 in [0.30,0.50]"
2025-01-14,300213,BUY_SIGNAL,"ma5_distance=0.03260870 in [0.03,0.10];pressure_distance=0.31710526 in [0.30,0.50]"
2025-04-11,300213,BUY_SIGNAL,"ma5_distance=0.06365834 in [0.03,0.10];pressure_distance=0.41919192 in [0.30,0.50]"
2025-04-14,300213,BUY_SIGNAL,"ma5_distance=0.04144943 in [0.03,0.10];pressure_distance=0.40675845 in [0.30,0.50]"
2024-02-08,300214,BUY_SIGNAL,"ma5_distance=0.04973592 in [0.03,0.10];pressure_distance=0.35639413 in [0.30,0.50]"
2024-02-19,300214,BUY_SIGNAL,"ma5_distance=0.06485539 in [0.03,0.10];pressure_distance=0.33127572 in [0.30,0.50]"
2024-02-20,300214,BUY_SIGNAL,"ma5_distance=0.04023973 in [0.03,0.10];pressure_distance=0.32098765 in [0.30,0.50]"
2025-04-11,300214,BUY_SIGNAL,"ma5_distance=0.03252924 in [0.03,0.10];pressure_distance=0.33628319 in [0.30,0.50]"
2024-02-20,300215,BUY_SIGNAL,"ma5_distance=0.05970149 in [0.03,0.10];pressure_distance=0.48169014 in [0.30,0.50]"
2024-02-21,300215,BUY_SIGNAL,"ma5_distance=0.06954997 in [0.03,0.10];pressure_distance=0.42622951 in [0.30,0.50]"
2024-02-22,300215,BUY_SIGNAL,"ma5_distance=0.04893138 in [0.03,0.10];pressure_distance=0.39678284 in [0.30,0.50]"
2024-02-23,300215,BUY_SIGNAL,"ma5_distance=0.05895197 in [0.03,0.10];pressure_distance=0.30412371 in [0.30,0.50]"
2026-04-08,300215,BUY_SIGNAL,"ma5_distance=0.03326613 in [0.03,0.10];pressure_distance=0.36829268 in [0.30,0.50]"
2026-06-15,300215,BUY_SIGNAL,"ma5_distance=0.03418558 in [0.03,0.10];pressure_distance=0.32222222 in [0.30,0.50]"
2026-06-16,300215,BUY_SIGNAL,"ma5_distance=0.03487707 in [0.03,0.10];pressure_distance=0.31491713 in [0.30,0.50]"
2020-03-19,300217,BUY_SIGNAL,"ma5_distance=0.03078024 in [0.03,0.10];pressure_distance=0.47569444 in [0.30,0.50]"
2020-04-03,300217,BUY_SIGNAL,"ma5_distance=0.08191654 in [0.03,0.10];pressure_distance=0.34642857 in [0.30,0.50]"
2020-09-16,300217,BUY_SIGNAL,"ma5_distance=0.06669936 in [0.03,0.10];pressure_distance=0.30804598 in [0.30,0.50]"
2020-10-09,300217,BUY_SIGNAL,"ma5_distance=0.07068607 in [0.03,0.10];pressure_distance=0.38106796 in [0.30,0.50]"
2025-04-11,300217,BUY_SIGNAL,"ma5_distance=0.03374525 in [0.03,0.10];pressure_distance=0.30574713 in [0.30,0.50]"
2020-09-01,300218,BUY_SIGNAL,"ma5_distance=0.03300855 in [0.03,0.10];pressure_distance=0.30510106 in [0.30,0.50]"
2024-02-08,300218,BUY_SIGNAL,"ma5_distance=0.07625182 in [0.03,0.10];pressure_distance=0.33976834 in [0.30,0.50]"
2022-04-29,300219,BUY_SIGNAL,"ma5_distance=0.04185087 in [0.03,0.10];pressure_distance=0.42291372 in [0.30,0.50]"
2022-05-05,300219,BUY_SIGNAL,"ma5_distance=0.03413069 in [0.03,0.10];pressure_distance=0.41889986 in [0.30,0.50]"
2024-02-08,300219,BUY_SIGNAL,"ma5_distance=0.07937685 in [0.03,0.10];pressure_distance=0.40549828 in [0.30,0.50]"
2024-02-20,300219,BUY_SIGNAL,"ma5_distance=0.07180757 in [0.03,0.10];pressure_distance=0.32508251 in [0.30,0.50]"
2026-07-31,300219,BUY_SIGNAL,"ma5_distance=0.03018985 in [0.03,0.10];pressure_distance=0.36404834 in [0.30,0.50]"
2020-07-09,300220,BUY_SIGNAL,"ma5_distance=0.04665895 in [0.03,0.10];pressure_distance=0.50000000 in [0.30,0.50]"
2020-07-10,300220,BUY_SIGNAL,"ma5_distance=0.03754024 in [0.03,0.10];pressure_distance=0.49881672 in [0.30,0.50]"
2020-07-13,300220,BUY_SIGNAL,"ma5_distance=0.04121767 in [0.03,0.10];pressure_distance=0.39094437 in [0.30,0.50]"
2020-10-12,300220,BUY_SIGNAL,"ma5_distance=0.03399748 in [0.03,0.10];pressure_distance=0.36138968 in [0.30,0.50]"
2021-01-19,300220,BUY_SIGNAL,"ma5_distance=0.05499592 in [0.03,0.10];pressure_distance=0.41032258 in [0.30,0.50]"
2021-09-09,300220,BUY_SIGNAL,"ma5_distance=0.03874814 in [0.03,0.10];pressure_distance=0.45982783 in [0.30,0.50]"
2022-02-09,300220,BUY_SIGNAL,"ma5_distance=0.03878474 in [0.03,0.10];pressure_distance=0.33291848 in [0.30,0.50]"
2024-02-20,300220,BUY_SIGNAL,"ma5_distance=0.04519774 in [0.03,0.10];pressure_distance=0.32094595 in [0.30,0.50]"
2024-04-25,300220,BUY_SIGNAL,"ma5_distance=0.06969206 in [0.03,0.10];pressure_distance=0.35606061 in [0.30,0.50]"
2024-04-26,300220,BUY_SIGNAL,"ma5_distance=0.06349206 in [0.03,0.10];pressure_distance=0.33582090 in [0.30,0.50]"
2025-01-09,300220,BUY_SIGNAL,"ma5_distance=0.03467473 in [0.03,0.10];pressure_distance=0.45042275 in [0.30,0.50]"
2025-01-10,300220,BUY_SIGNAL,"ma5_distance=0.03669144 in [0.03,0.10];pressure_distance=0.43935927 in [0.30,0.50]"
2025-01-14,300220,BUY_SIGNAL,"ma5_distance=0.04525862 in [0.03,0.10];pressure_distance=0.32768778 in [0.30,0.50]"
2025-03-06,300220,BUY_SIGNAL,"ma5_distance=0.03945463 in [0.03,0.10];pressure_distance=0.34997098 in [0.30,0.50]"
2025-04-10,300220,BUY_SIGNAL,"ma5_distance=0.03051152 in [0.03,0.10];pressure_distance=0.34034833 in [0.30,0.50]"
2020-04-07,300221,BUY_SIGNAL,"ma5_distance=0.03377265 in [0.03,0.10];pressure_distance=0.32270916 in [0.30,0.50]"
2020-11-18,300221,BUY_SIGNAL,"ma5_distance=0.03721189 in [0.03,0.10];pressure_distance=0.39223561 in [0.30,0.50]"
2021-02-19,300221,BUY_SIGNAL,"ma5_distance=0.07501394 in [0.03,0.10];pressure_distance=0.49675746 in [0.30,0.50]"
2021-02-22,300221,BUY_SIGNAL,"ma5_distance=0.08970905 in [0.03,0.10];pressure_distance=0.42645241 in [0.30,0.50]"
2022-05-05,300221,BUY_SIGNAL,"ma5_distance=0.04139715 in [0.03,0.10];pressure_distance=0.31262940 in [0.30,0.50]"
2024-02-20,300221,BUY_SIGNAL,"ma5_distance=0.07180851 in [0.03,0.10];pressure_distance=0.46401985 in [0.30,0.50]"
2024-02-21,300221,BUY_SIGNAL,"ma5_distance=0.06642449 in [0.03,0.10];pressure_distance=0.42579075 in [0.30,0.50]"
2024-02-22,300221,BUY_SIGNAL,"ma5_distance=0.05054509 in [0.03,0.10];pressure_distance=0.36792453 in [0.30,0.50]"
2026-08-04,300221,BUY_SIGNAL,"ma5_distance=0.08144552 in [0.03,0.10];pressure_distance=0.35993350 in [0.30,0.50]"
2020-04-07,300222,BUY_SIGNAL,"ma5_distance=0.03282626 in [0.03,0.10];pressure_distance=0.46770026 in [0.30,0.50]"
2020-04-08,300222,BUY_SIGNAL,"ma5_distance=0.03733894 in [0.03,0.10];pressure_distance=0.40811153 in [0.30,0.50]"
2020-04-09,300222,BUY_SIGNAL,"ma5_distance=0.05830979 in [0.03,0.10];pressure_distance=0.34830097 in [0.30,0.50]"
2020-09-15,300222,BUY_SIGNAL,"ma5_distance=0.04265403 in [0.03,0.10];pressure_distance=0.31250000 in [0.30,0.50]"
2024-02-20,300222,BUY_SIGNAL,"ma5_distance=0.08005083 in [0.03,0.10];pressure_distance=0.39411765 in [0.30,0.50]"
2024-02-21,300222,BUY_SIGNAL,"ma5_distance=0.08411597 in [0.03,0.10];pressure_distance=0.32956685 in [0.30,0.50]"
2025-01-09,300222,BUY_SIGNAL,"ma5_distance=0.03200172 in [0.03,0.10];pressure_distance=0.36108221 in [0.30,0.50]"
2025-04-11,300222,BUY_SIGNAL,"ma5_distance=0.05519481 in [0.03,0.10];pressure_distance=0.35604396 in [0.30,0.50]"
2025-04-14,300222,BUY_SIGNAL,"ma5_distance=0.04711452 in [0.03,0.10];pressure_distance=0.32831001 in [0.30,0.50]"
2026-07-31,300222,BUY_SIGNAL,"ma5_distance=0.05392157 in [0.03,0.10];pressure_distance=0.38321537 in [0.30,0.50]"
2020-08-03,300223,BUY_SIGNAL,"ma5_distance=0.04351233 in [0.03,0.10];pressure_distance=0.33500209 in [0.30,0.50]"
2026-03-27,300224,BUY_SIGNAL,"ma5_distance=0.03116147 in [0.03,0.10];pressure_distance=0.31730769 in [0.30,0.50]"
2020-12-25,300225,BUY_SIGNAL,"ma5_distance=0.06761566 in [0.03,0.10];pressure_distance=0.43200000 in [0.30,0.50]"
